******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
train and test on ID: 48
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.6980, 8.8996, 90.2272
002, 14.4867, 6.1136, 93.8702
003, 13.3334, 5.8215, 94.1755
004, 12.5512, 5.2931, 94.6947
005, 11.2594, 4.6531, 95.3205
006, 11.2539, 4.8966, 95.0984
007, 10.4893, 4.4026, 95.6024
008, 10.4360, 4.3540, 95.6339
009, 9.7722, 4.1460, 95.8540
010, 9.4061, 4.0690, 95.9199
011, 8.8526, 3.7515, 96.2505
012, 9.6752, 4.2008, 95.8043
013, 8.7293, 3.7566, 96.2454
014, 8.1096, 3.4077, 96.5994
015, 8.4663, 3.6521, 96.3296
016, 7.7673, 3.3529, 96.6501
017, 7.9932, 3.4178, 96.5832
018, 7.0743, 3.0041, 97.0000
019, 7.3767, 3.0963, 96.9037
020, 6.9537, 2.9483, 97.0345
021, 7.0277, 3.0081, 96.9919
022, 6.3697, 2.6917, 97.3063
023, 7.7344, 3.2292, 96.7830
024, 6.3839, 2.7191, 97.2779
025, 6.4347, 2.7424, 97.2667
026, 6.8688, 2.8367, 97.1501
027, 5.9585, 2.5365, 97.4604
028, 6.1494, 2.5669, 97.4097
029, 5.6235, 2.4087, 97.5963
030, 5.7136, 2.4716, 97.5304
031, 5.2900, 2.3012, 97.6917
032, 4.8886, 1.9858, 98.0041
033, 4.7297, 1.9787, 98.0152
034, 4.8163, 2.0365, 97.9746
035, 4.5306, 1.7931, 98.2110
036, 4.6702, 1.9959, 98.0010
037, 4.7127, 2.0051, 98.0020
038, 4.4841, 1.8489, 98.1562
039, 4.2340, 1.7556, 98.2454
040, 4.0386, 1.6075, 98.3915
041, 4.2085, 1.7505, 98.2434
042, 3.9093, 1.5943, 98.3996
043, 4.0998, 1.6379, 98.3621
044, 4.0402, 1.6937, 98.3114
045, 4.0991, 1.6897, 98.3185
046, 4.0117, 1.6166, 98.3712
047, 3.7328, 1.5710, 98.4249
048, 4.2313, 1.7252, 98.2698
049, 4.3995, 1.8215, 98.1805
050, 4.0531, 1.6318, 98.3753
051, 4.0389, 1.6937, 98.3103
052, 3.7556, 1.5669, 98.4412
053, 3.7118, 1.4848, 98.5152
054, 4.0603, 1.6836, 98.3205
055, 3.6248, 1.4868, 98.5142
056, 3.9840, 1.6227, 98.3732
057, 4.1161, 1.6318, 98.3631
058, 3.6144, 1.4422, 98.5456
059, 4.2003, 1.6724, 98.3205
060, 3.6800, 1.4959, 98.5071
061, 3.4187, 1.3905, 98.6116
062, 3.9988, 1.7170, 98.2809
063, 3.6387, 1.4736, 98.5264
064, 3.9575, 1.6207, 98.3742
065, 3.8704, 1.5892, 98.4067
test_total_loss, test_argmax_MAE, test_accuracy:
20.7759, 6.3125, 93.6875
******************************************************************
train and test on ID: 49
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.9413, 8.9405, 90.1341
002, 17.2233, 7.2772, 92.6905
003, 15.0075, 6.5887, 93.3942
004, 13.2257, 5.7419, 94.2369
005, 12.5728, 5.4819, 94.5020
006, 11.8345, 4.9718, 94.9970
007, 11.5716, 5.0181, 94.9879
008, 11.6922, 5.0403, 94.9688
009, 10.6123, 4.6179, 95.3720
010, 10.2278, 4.2712, 95.7268
011, 10.2053, 4.3246, 95.6754
012, 9.5371, 4.0030, 95.9919
013, 9.6399, 4.1694, 95.8357
014, 9.8050, 4.2147, 95.7661
015, 8.7789, 3.7560, 96.2560
016, 9.1005, 3.9546, 96.0312
017, 7.9114, 3.3639, 96.6331
018, 8.0632, 3.4365, 96.5554
019, 7.9770, 3.3841, 96.6149
020, 7.1930, 3.0575, 96.9556
021, 7.8905, 3.3821, 96.6270
022, 7.4826, 3.2147, 96.7722
023, 7.4692, 3.1673, 96.8377
024, 7.3878, 3.0292, 96.9637
025, 7.4273, 3.2056, 96.7823
026, 7.2738, 3.1069, 96.8931
027, 7.0338, 2.9274, 97.0665
028, 7.2138, 3.0847, 96.9294
029, 6.9800, 2.9486, 97.0242
030, 6.3302, 2.6452, 97.3488
031, 6.0104, 2.4748, 97.5262
032, 5.6463, 2.4073, 97.5948
033, 4.9643, 2.0232, 97.9778
034, 5.1526, 2.1220, 97.8841
035, 4.8847, 2.0282, 97.9657
036, 4.9160, 2.0645, 97.9325
037, 5.1551, 2.1532, 97.8498
038, 4.9602, 2.0938, 97.9113
039, 5.2860, 2.2097, 97.7883
040, 4.6682, 1.9002, 98.1058
041, 4.4994, 1.8468, 98.1492
042, 5.0684, 2.1018, 97.8982
043, 4.5629, 1.9264, 98.0726
044, 4.6237, 1.9062, 98.0907
045, 4.3436, 1.8165, 98.1845
046, 4.7423, 1.9708, 98.0282
047, 4.5425, 1.9083, 98.0958
048, 4.1753, 1.7258, 98.2752
049, 4.3521, 1.7833, 98.2117
050, 4.2649, 1.7802, 98.2228
051, 4.3732, 1.8438, 98.1522
052, 4.0903, 1.6401, 98.3589
053, 4.3507, 1.7933, 98.2036
054, 4.1689, 1.7087, 98.2944
055, 4.4714, 1.8266, 98.1714
056, 4.2360, 1.7268, 98.2712
057, 4.2062, 1.7571, 98.2480
058, 4.2132, 1.7702, 98.2419
059, 3.9896, 1.6512, 98.3589
060, 4.0864, 1.6825, 98.3236
061, 4.3749, 1.8024, 98.1905
062, 4.2747, 1.8347, 98.1633
063, 4.4490, 1.9062, 98.1079
064, 4.1993, 1.7500, 98.2460
065, 3.8652, 1.5988, 98.4012
test_total_loss, test_argmax_MAE, test_accuracy:
7.8558, 3.0000, 97.0000
******************************************************************
train and test on ID: 50
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.2235, 9.4507, 89.9185
002, 16.4704, 7.1046, 92.8903
003, 14.7687, 6.3903, 93.6026
004, 13.9219, 6.0473, 93.9577
005, 13.2393, 5.7304, 94.2425
006, 12.2399, 5.2203, 94.7757
007, 12.1257, 5.2193, 94.7907
008, 11.0680, 4.8732, 95.1237
009, 10.2637, 4.5211, 95.4909
010, 9.7801, 4.2958, 95.7093
011, 9.8744, 4.2072, 95.7757
012, 9.7300, 4.2183, 95.7726
013, 9.5610, 3.9175, 96.0785
014, 12.0848, 4.9799, 94.9970
015, 10.6693, 4.4688, 95.5282
016, 9.2518, 3.8984, 96.0936
017, 9.5815, 4.1137, 95.8913
018, 9.6898, 4.1730, 95.8340
019, 8.7291, 3.6982, 96.3028
020, 8.5628, 3.5614, 96.4336
021, 8.5600, 3.6650, 96.3360
022, 10.0348, 4.2374, 95.7606
023, 10.0797, 4.2223, 95.7535
024, 9.0786, 3.7676, 96.2163
025, 8.1605, 3.4789, 96.5161
026, 9.0820, 3.7867, 96.1952
027, 8.2794, 3.5976, 96.4074
028, 11.3378, 4.6016, 95.3813
029, 10.5054, 4.4920, 95.5020
030, 9.3776, 3.9467, 96.0513
031, 8.6939, 3.7123, 96.2928
032, 7.7050, 3.2646, 96.7455
033, 7.1229, 2.9416, 97.0604
034, 7.4200, 3.1117, 96.8903
035, 6.9853, 2.9487, 97.0453
036, 6.6034, 2.7656, 97.2344
037, 6.5143, 2.7364, 97.2626
038, 6.3842, 2.7072, 97.2958
039, 6.3912, 2.6157, 97.3833
040, 6.0961, 2.6358, 97.3602
041, 6.3582, 2.6720, 97.3270
042, 6.4959, 2.7575, 97.2404
043, 6.1499, 2.6308, 97.3702
044, 5.9531, 2.4759, 97.5241
045, 6.5336, 2.6871, 97.3119
046, 5.8792, 2.4628, 97.5332
047, 5.9196, 2.4245, 97.5755
048, 5.4943, 2.2807, 97.7133
049, 5.7465, 2.4095, 97.5835
050, 5.6293, 2.3109, 97.6871
051, 5.9972, 2.5423, 97.4517
052, 5.8714, 2.4738, 97.5241
053, 5.4931, 2.2646, 97.7314
054, 5.6505, 2.3662, 97.6318
055, 5.8158, 2.4396, 97.5594
056, 5.7434, 2.3048, 97.6911
057, 5.9171, 2.3873, 97.6147
058, 6.0943, 2.5332, 97.4628
059, 5.7149, 2.3994, 97.5976
060, 5.2619, 2.2254, 97.7767
061, 5.5002, 2.2455, 97.7475
062, 5.6441, 2.4054, 97.6006
063, 5.5783, 2.3823, 97.6147
064, 5.5590, 2.3421, 97.6569
065, 5.5985, 2.3350, 97.6640
test_total_loss, test_argmax_MAE, test_accuracy:
5.8926, 2.1250, 97.8750
******************************************************************
train and test on ID: 51
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.1068, 9.1150, 89.9899
002, 15.8321, 6.6549, 93.3148
003, 13.2512, 5.6882, 94.3027
004, 12.2415, 5.2785, 94.7235
005, 10.8118, 4.6054, 95.3865
006, 10.9372, 4.6680, 95.3189
007, 9.6993, 4.2069, 95.7941
008, 10.3347, 4.4248, 95.5560
009, 9.3068, 3.9617, 96.0373
010, 9.3441, 3.9617, 96.0333
011, 8.7856, 3.8597, 96.1382
012, 9.0532, 3.7548, 96.2321
013, 8.7296, 3.7437, 96.2704
014, 8.3335, 3.5237, 96.4712
015, 8.4795, 3.5691, 96.4339
016, 7.2206, 3.0141, 96.9879
017, 7.0622, 2.9960, 96.9899
018, 7.4261, 3.1786, 96.8285
019, 7.5042, 3.1342, 96.8537
020, 6.9094, 2.9213, 97.0565
021, 7.0930, 2.9939, 97.0020
022, 7.1013, 3.0081, 96.9919
023, 7.0282, 2.9707, 97.0172
024, 7.0588, 2.9617, 97.0242
025, 6.1221, 2.6024, 97.3925
026, 6.8849, 2.8799, 97.1060
027, 6.1397, 2.6186, 97.3824
028, 6.6449, 2.6973, 97.2957
029, 7.1701, 2.9768, 97.0141
030, 5.8541, 2.4258, 97.5701
031, 5.7265, 2.4228, 97.5732
032, 5.1337, 2.1080, 97.8779
033, 4.9448, 2.0585, 97.9344
034, 4.7255, 1.9697, 98.0333
035, 5.2089, 2.1937, 97.7921
036, 4.8191, 2.0262, 97.9687
037, 4.7652, 1.9717, 98.0272
038, 4.3808, 1.8214, 98.1857
039, 4.5827, 1.9536, 98.0515
040, 4.3323, 1.7730, 98.2291
041, 4.4673, 1.7810, 98.2210
042, 4.7463, 2.0010, 98.0081
043, 4.3385, 1.8103, 98.1867
044, 4.2624, 1.7356, 98.2664
045, 4.4327, 1.8063, 98.1837
046, 3.8285, 1.5479, 98.4541
047, 4.0284, 1.6650, 98.3340
048, 4.0877, 1.6963, 98.3037
049, 4.2426, 1.7467, 98.2543
050, 3.8560, 1.5933, 98.3996
051, 3.9372, 1.5802, 98.4228
052, 4.0567, 1.6731, 98.3259
053, 4.2156, 1.7003, 98.3007
054, 4.1630, 1.7124, 98.2916
055, 4.0665, 1.6145, 98.3875
056, 3.9233, 1.5923, 98.4077
057, 3.9338, 1.6287, 98.3744
058, 3.8731, 1.5671, 98.4390
059, 3.7758, 1.5439, 98.4521
060, 4.1474, 1.6983, 98.3078
061, 3.8861, 1.5933, 98.4087
062, 3.9176, 1.5913, 98.4097
063, 3.9578, 1.6196, 98.3713
064, 4.1687, 1.6892, 98.3058
065, 3.8626, 1.6044, 98.3925
test_total_loss, test_argmax_MAE, test_accuracy:
8.1169, 3.4545, 96.5455
******************************************************************
train and test on ID: 52
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.3454, 8.9919, 89.9173
002, 16.2929, 7.0020, 92.9647
003, 13.9507, 6.1776, 93.7962
004, 12.0463, 5.0959, 94.8971
005, 11.3147, 4.8073, 95.1887
006, 10.7966, 4.5772, 95.4188
007, 10.5503, 4.6004, 95.4016
008, 9.7672, 4.2392, 95.7538
009, 9.5611, 4.0727, 95.9243
010, 10.0570, 4.3017, 95.6922
011, 9.0503, 3.9546, 96.0515
012, 8.6433, 3.6801, 96.3229
013, 8.9818, 3.9304, 96.0575
014, 8.5270, 3.6609, 96.3320
015, 8.0041, 3.3724, 96.6186
016, 7.6493, 3.2856, 96.7114
017, 7.7895, 3.2714, 96.7326
018, 7.8552, 3.3380, 96.6559
019, 7.6728, 3.2987, 96.6963
020, 7.2395, 3.1049, 96.8951
021, 6.9238, 2.9929, 97.0151
022, 7.2540, 3.1393, 96.8668
023, 6.9655, 2.9687, 97.0151
024, 7.1076, 3.0636, 96.9334
025, 6.9519, 2.9122, 97.0757
026, 6.8162, 2.8860, 97.1019
027, 6.1499, 2.6266, 97.3643
028, 6.7434, 2.7639, 97.2321
029, 6.6329, 2.8012, 97.2089
030, 6.4987, 2.8668, 97.1413
031, 5.3653, 2.2301, 97.7588
032, 5.2586, 2.1816, 97.8184
033, 5.2031, 2.1009, 97.8981
034, 4.8502, 2.0091, 97.9950
035, 5.1760, 2.1988, 97.8083
036, 4.9790, 2.0989, 97.9001
037, 4.8735, 2.0131, 97.9778
038, 4.4875, 1.8052, 98.1917
039, 4.2803, 1.8365, 98.1655
040, 4.4563, 1.8365, 98.1615
041, 4.1060, 1.6973, 98.3007
042, 4.3799, 1.8496, 98.1524
043, 4.1345, 1.6620, 98.3330
044, 4.5695, 1.8678, 98.1292
045, 4.3076, 1.7588, 98.2452
046, 4.3655, 1.7841, 98.2200
047, 4.3002, 1.7952, 98.2038
048, 4.0625, 1.7023, 98.2906
049, 4.0506, 1.6266, 98.3814
050, 3.7801, 1.5489, 98.4571
051, 3.7490, 1.4914, 98.5136
052, 3.9098, 1.5984, 98.4046
053, 3.8180, 1.6145, 98.3895
054, 3.8058, 1.5691, 98.4279
055, 3.8710, 1.6246, 98.3774
056, 4.1391, 1.7386, 98.2654
057, 3.9623, 1.6176, 98.3784
058, 3.5850, 1.4379, 98.5621
059, 3.9603, 1.6640, 98.3481
060, 3.8468, 1.5792, 98.4188
061, 3.9035, 1.5984, 98.4026
062, 3.9175, 1.6004, 98.3966
063, 3.5691, 1.4622, 98.5388
064, 4.0322, 1.6236, 98.3824
065, 4.0687, 1.6781, 98.3108
test_total_loss, test_argmax_MAE, test_accuracy:
11.2717, 4.0909, 95.9091
******************************************************************
train and test on ID: 53
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.9856, 8.8160, 89.9414
002, 16.1532, 6.9980, 92.9838
003, 13.4695, 5.8928, 94.1112
004, 12.8136, 5.4803, 94.5349
005, 12.2498, 5.2791, 94.7078
006, 11.1353, 4.7715, 95.2133
007, 10.5190, 4.5086, 95.4803
008, 10.1621, 4.2599, 95.7391
009, 9.6734, 4.1962, 95.7937
010, 9.5967, 4.1668, 95.8241
011, 9.1163, 3.8554, 96.1264
012, 9.6328, 4.0991, 95.9019
013, 8.8114, 3.7179, 96.2710
014, 8.5437, 3.6127, 96.3782
015, 8.0904, 3.5116, 96.4924
016, 8.1571, 3.4944, 96.5066
017, 8.3538, 3.5450, 96.4429
018, 7.8533, 3.4469, 96.5622
019, 7.4279, 3.2012, 96.7988
020, 7.4079, 3.1527, 96.8493
021, 7.5195, 3.1274, 96.8595
022, 6.9484, 2.9494, 97.0445
023, 6.6441, 2.7776, 97.2144
024, 6.6735, 2.8413, 97.1648
025, 6.9279, 2.9535, 97.0516
026, 6.9080, 2.8018, 97.2073
027, 6.5798, 2.7391, 97.2538
028, 7.1543, 3.1284, 96.8726
029, 5.9894, 2.5126, 97.4681
030, 5.7945, 2.4297, 97.5642
031, 4.7352, 2.0071, 97.9980
032, 5.0521, 2.1436, 97.8564
033, 4.8237, 2.0516, 97.9575
034, 4.6901, 1.9818, 98.0212
035, 4.6246, 1.9798, 98.0273
036, 4.5127, 1.9019, 98.0961
037, 4.6602, 1.9585, 98.0435
038, 4.0473, 1.6987, 98.3023
039, 4.3595, 1.7654, 98.2366
040, 3.9736, 1.6168, 98.3812
041, 4.0914, 1.6522, 98.3377
042, 4.4717, 1.8817, 98.1132
043, 4.2592, 1.7412, 98.2599
044, 4.2580, 1.7947, 98.2002
045, 4.0633, 1.6724, 98.3064
046, 4.1318, 1.7108, 98.2851
047, 3.9306, 1.6673, 98.3327
048, 3.9940, 1.6309, 98.3670
049, 3.6790, 1.5137, 98.4833
050, 4.1473, 1.6936, 98.3064
051, 3.7556, 1.4995, 98.5015
052, 4.0826, 1.6916, 98.3145
053, 3.7260, 1.5531, 98.4378
054, 4.0139, 1.6795, 98.3145
055, 3.9579, 1.6178, 98.3640
056, 3.8317, 1.5895, 98.4146
057, 4.0195, 1.6704, 98.3367
058, 3.8534, 1.6077, 98.3933
059, 3.7141, 1.5258, 98.4712
060, 3.5600, 1.4742, 98.5298
061, 3.6200, 1.4762, 98.5228
062, 3.9482, 1.6461, 98.3509
063, 4.0264, 1.6663, 98.3327
064, 3.8616, 1.5592, 98.4388
065, 3.6333, 1.4732, 98.5268
test_total_loss, test_argmax_MAE, test_accuracy:
6.9042, 2.6923, 97.3077
******************************************************************
train and test on ID: 54
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.6051, 9.4692, 89.6016
002, 15.2898, 6.4863, 93.5197
003, 13.5257, 5.8675, 94.1213
004, 11.8910, 5.0809, 94.9090
005, 11.2405, 4.8362, 95.1547
006, 11.4060, 5.0000, 94.9990
007, 9.7739, 4.1941, 95.7927
008, 10.7154, 4.5005, 95.4904
009, 9.3469, 3.9616, 96.0324
010, 9.2586, 3.9424, 96.0495
011, 9.0906, 3.9312, 96.0566
012, 8.7397, 3.7604, 96.2396
013, 8.6371, 3.7533, 96.2447
014, 7.8357, 3.3610, 96.6360
015, 7.7537, 3.2204, 96.7705
016, 8.6637, 3.6461, 96.3529
017, 8.4908, 3.7159, 96.2932
018, 7.3696, 3.1173, 96.8807
019, 6.7852, 2.8878, 97.1092
020, 7.2851, 3.0718, 96.9120
021, 7.3223, 3.1163, 96.8847
022, 6.6958, 2.8038, 97.1901
023, 6.6563, 2.8160, 97.1749
024, 6.9685, 2.9798, 97.0071
025, 6.6131, 2.8443, 97.1638
026, 6.0066, 2.4904, 97.5076
027, 6.2854, 2.6653, 97.3397
028, 6.6081, 2.7826, 97.2235
029, 6.0547, 2.5561, 97.4499
030, 5.8440, 2.3660, 97.6168
031, 4.9778, 2.0940, 97.9080
032, 5.0553, 2.1193, 97.8766
033, 5.1668, 2.2336, 97.7816
034, 5.1094, 2.0738, 97.9070
035, 4.5561, 1.9100, 98.0849
036, 4.4568, 1.8170, 98.1668
037, 4.9321, 2.0313, 97.9687
038, 4.3380, 1.7351, 98.2427
039, 4.2729, 1.7806, 98.2154
040, 4.0650, 1.7219, 98.2760
041, 4.0512, 1.6805, 98.3134
042, 4.4704, 1.8605, 98.1335
043, 4.1080, 1.6815, 98.3155
044, 4.3736, 1.8059, 98.1992
045, 3.8690, 1.5915, 98.4055
046, 4.0307, 1.6471, 98.3519
047, 3.9369, 1.6380, 98.3559
048, 3.8722, 1.6279, 98.3680
049, 3.7434, 1.5298, 98.4661
050, 3.8238, 1.6178, 98.3852
051, 3.7311, 1.5875, 98.4135
052, 3.9053, 1.6006, 98.3913
053, 3.8836, 1.6107, 98.3822
054, 4.0020, 1.6977, 98.3033
055, 3.7341, 1.4914, 98.4914
056, 3.8883, 1.5814, 98.4216
057, 3.8801, 1.6168, 98.3751
058, 3.9501, 1.6188, 98.3691
059, 3.5274, 1.4206, 98.5834
060, 3.5690, 1.4358, 98.5581
061, 3.6846, 1.5298, 98.4762
062, 3.5079, 1.3974, 98.6036
063, 3.9573, 1.6259, 98.3903
064, 4.0671, 1.6896, 98.3175
065, 3.7279, 1.5126, 98.4904
test_total_loss, test_argmax_MAE, test_accuracy:
4.9774, 1.7692, 98.2308
******************************************************************
train and test on ID: 55
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.2434, 9.1650, 89.7374
002, 16.0086, 6.7938, 93.1871
003, 13.9754, 5.9738, 94.0201
004, 13.0010, 5.5101, 94.5050
005, 13.7997, 5.9115, 94.0795
006, 12.9513, 5.5694, 94.4286
007, 12.1273, 5.1590, 94.8300
008, 11.8989, 4.9678, 95.0252
009, 19.6413, 8.1097, 91.8692
010, 14.8266, 6.3139, 93.6680
011, 13.8074, 5.9909, 94.0131
012, 13.0976, 5.7022, 94.3078
013, 12.2729, 5.2384, 94.7726
014, 16.2544, 7.0040, 92.9829
015, 14.1477, 6.0795, 93.9034
016, 13.0930, 5.6710, 94.3249
017, 13.9395, 5.9970, 94.0030
018, 12.6584, 5.4376, 94.5744
019, 11.9576, 5.2746, 94.7294
020, 11.1121, 4.9125, 95.0926
021, 10.4045, 4.4135, 95.5734
022, 10.2901, 4.4195, 95.5765
023, 10.4582, 4.3652, 95.6268
024, 9.5902, 4.1036, 95.9105
025, 9.7783, 4.1660, 95.8320
026, 9.7345, 4.1358, 95.8652
027, 10.5343, 4.4698, 95.5241
028, 9.3858, 4.0895, 95.9125
029, 9.0851, 3.8934, 96.1167
030, 9.2252, 3.8873, 96.0915
031, 8.0354, 3.5231, 96.4839
032, 7.5036, 3.2304, 96.7716
033, 7.6587, 3.2515, 96.7525
034, 7.0645, 2.9728, 97.0292
035, 6.6629, 2.7897, 97.2183
036, 7.4767, 3.2153, 96.7847
037, 7.4271, 3.2103, 96.7978
038, 6.8660, 2.8732, 97.1087
039, 6.9577, 2.9256, 97.0654
040, 6.8891, 2.9225, 97.0714
041, 6.9707, 2.9859, 97.0151
042, 6.7142, 2.8491, 97.1489
043, 6.5768, 2.8038, 97.1952
044, 6.5652, 2.8018, 97.1901
045, 6.7017, 2.8139, 97.1801
046, 6.7911, 2.8491, 97.1449
047, 6.9722, 2.9437, 97.0543
048, 6.5930, 2.8189, 97.1781
049, 6.7903, 2.8783, 97.1197
050, 6.4930, 2.7676, 97.2254
051, 6.5758, 2.8612, 97.1459
052, 6.3515, 2.6690, 97.3320
053, 6.3479, 2.7113, 97.2928
054, 6.4531, 2.6700, 97.3280
055, 6.2877, 2.6529, 97.3481
056, 6.2187, 2.6258, 97.3793
057, 6.3940, 2.6891, 97.3129
058, 6.0480, 2.5272, 97.4708
059, 6.6952, 2.8089, 97.1942
060, 6.1003, 2.6177, 97.3924
061, 6.2130, 2.6016, 97.3984
062, 6.6340, 2.7475, 97.2535
063, 6.2996, 2.6952, 97.3038
064, 6.0632, 2.5704, 97.4346
065, 6.3581, 2.6157, 97.3813
test_total_loss, test_argmax_MAE, test_accuracy:
7.1728, 3.5000, 96.5000
******************************************************************
train and test on ID: 56
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.8680, 9.2535, 89.9839
002, 15.9037, 6.8249, 93.1499
003, 16.9403, 7.3461, 92.6378
004, 16.2755, 7.0805, 92.9135
005, 15.7401, 6.8662, 93.1046
006, 13.5384, 5.8581, 94.1408
007, 13.1631, 5.6429, 94.3471
008, 13.5685, 5.9276, 94.0503
009, 10.9481, 4.6660, 95.3400
010, 11.8184, 5.1036, 94.9024
011, 11.0936, 4.7384, 95.2656
012, 10.3641, 4.5131, 95.4859
013, 10.6370, 4.5312, 95.4507
014, 10.1484, 4.3239, 95.6821
015, 9.7014, 4.2575, 95.7364
016, 8.8584, 3.7545, 96.2455
017, 11.9891, 4.9286, 95.0483
018, 10.2178, 4.3732, 95.6258
019, 9.4795, 4.1177, 95.8722
020, 11.0089, 4.5322, 95.4467
021, 10.5685, 4.5262, 95.4557
022, 9.7465, 4.1549, 95.8370
023, 9.4410, 4.0161, 95.9789
024, 18.0197, 7.3561, 92.6328
025, 13.5433, 5.8340, 94.1509
026, 12.3276, 5.4356, 94.5674
027, 11.5701, 4.9467, 95.0553
028, 10.6756, 4.6358, 95.3773
029, 9.4243, 4.0382, 95.9628
030, 9.7668, 4.1076, 95.8843
031, 10.3881, 4.3893, 95.6107
032, 9.0334, 3.8008, 96.1982
033, 8.5110, 3.6167, 96.3773
034, 7.9853, 3.4366, 96.5644
035, 7.7320, 3.2223, 96.7827
036, 7.9616, 3.4457, 96.5604
037, 7.8664, 3.3793, 96.6107
038, 7.4341, 3.1670, 96.8270
039, 7.4888, 3.1972, 96.8018
040, 7.1831, 2.9668, 97.0352
041, 7.3401, 3.1459, 96.8521
042, 7.4908, 3.1730, 96.8249
043, 7.7870, 3.3441, 96.6549
044, 6.8382, 2.8682, 97.1348
045, 7.1993, 3.0030, 96.9950
046, 7.1686, 2.9940, 97.0070
047, 6.9650, 2.9457, 97.0553
048, 7.2728, 3.1288, 96.8753
049, 6.7720, 2.8903, 97.1097
050, 6.5634, 2.6841, 97.3159
051, 7.0435, 2.9869, 97.0141
052, 6.3984, 2.6911, 97.3038
053, 6.8175, 2.9507, 97.0523
054, 6.5884, 2.7535, 97.2465
055, 6.8919, 2.9396, 97.0563
056, 6.4830, 2.6740, 97.3239
057, 6.7400, 2.8310, 97.1590
058, 6.7031, 2.8219, 97.1761
059, 6.5532, 2.7817, 97.2213
060, 6.2927, 2.5855, 97.4155
061, 6.6904, 2.8451, 97.1569
062, 6.6324, 2.8662, 97.1368
063, 6.8464, 2.8320, 97.1690
064, 6.3927, 2.6499, 97.3551
065, 6.6443, 2.7596, 97.2364
test_total_loss, test_argmax_MAE, test_accuracy:
5.0847, 2.5000, 97.5000
******************************************************************
train and test on ID: 57
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.7827, 9.1260, 89.9597
002, 14.9420, 6.3982, 93.5948
003, 13.8560, 5.9980, 93.9708
004, 12.3423, 5.3942, 94.5998
005, 11.3960, 5.0272, 94.9617
006, 10.3912, 4.4446, 95.5484
007, 10.1689, 4.3911, 95.6119
008, 9.8801, 4.2903, 95.7006
009, 10.0945, 4.3226, 95.6815
010, 9.0612, 3.9466, 96.0655
011, 8.6508, 3.7288, 96.2712
012, 8.7382, 3.6623, 96.3236
013, 8.5298, 3.6653, 96.3236
014, 8.3819, 3.5141, 96.4738
015, 7.6985, 3.2137, 96.7621
016, 8.2212, 3.4597, 96.5141
017, 6.8966, 2.9294, 97.0766
018, 7.4725, 3.1996, 96.7954
019, 7.4816, 3.1532, 96.8488
020, 7.2286, 3.0323, 96.9456
021, 6.5993, 2.7823, 97.2177
022, 6.9592, 3.0030, 96.9869
023, 6.3806, 2.7480, 97.2500
024, 6.4040, 2.7429, 97.2510
025, 5.8495, 2.4879, 97.5151
026, 5.9457, 2.4677, 97.5373
027, 6.1656, 2.6532, 97.3700
028, 5.6391, 2.3690, 97.6361
029, 5.9130, 2.5262, 97.4667
030, 6.0338, 2.5212, 97.4667
031, 5.3975, 2.1956, 97.7984
032, 5.0787, 2.0998, 97.9022
033, 5.0046, 2.0978, 97.8911
034, 4.6991, 1.9889, 98.0151
035, 4.3699, 1.8589, 98.1593
036, 4.4175, 1.7833, 98.2208
037, 4.6499, 1.9264, 98.0746
038, 4.1963, 1.6794, 98.3216
039, 4.4013, 1.8246, 98.1734
040, 4.2147, 1.7288, 98.2702
041, 4.2627, 1.7480, 98.2480
042, 4.1493, 1.6673, 98.3427
043, 4.0952, 1.6623, 98.3377
044, 4.1535, 1.7591, 98.2470
045, 3.6627, 1.4657, 98.5272
046, 4.0493, 1.6220, 98.3740
047, 4.1436, 1.6774, 98.3226
048, 3.8290, 1.5827, 98.4173
049, 3.8249, 1.5615, 98.4405
050, 3.7407, 1.4980, 98.5020
051, 3.8314, 1.6109, 98.3901
052, 3.7714, 1.5282, 98.4698
053, 3.6833, 1.5161, 98.4889
054, 3.7159, 1.5060, 98.4879
055, 3.8761, 1.5585, 98.4315
056, 3.7727, 1.5423, 98.4677
057, 3.9398, 1.6250, 98.3790
058, 3.5076, 1.4607, 98.5413
059, 3.6881, 1.5343, 98.4647
060, 3.6787, 1.5675, 98.4284
061, 3.6047, 1.4627, 98.5292
062, 3.6645, 1.4950, 98.5040
063, 3.8294, 1.5171, 98.4688
064, 3.7793, 1.5403, 98.4577
065, 3.7762, 1.4980, 98.4980
